"asn","name","source"
11407,"Central Point School District 6","DB-IP"
11408,"Kintetsu World Express","DB-IP"
11409,"Equifax","DB-IP"
11414,"NVIDIA Corporation","PeeringDB"
11415,"CENTURYLINK COMUNICAÇÕES DO BRASIL","PeeringDB"
11417,"Northern Illinois University","DB-IP"
11419,"TELEFÔNICA BRASIL","PeeringDB"
11420,"Tribune Publishing Company","DB-IP"
11425,"CWIE","DB-IP"
11426,"Charter Communications","DB-IP"
11427,"Charter Communications","PeeringDB"
11428,"Jim Beam Brands","DB-IP"
11429,"West Corporation","DB-IP"
11430,"Austin Bestline","PeeringDB"
11431,"NIC.BR wx.dns.br","PeeringDB"
11432,"Telium Telecomunicações","PeeringDB"
11435,"La Capitale, cie d'assurance generale","DB-IP"
11437,"ClearSky Technologies","DB-IP"
11438,"LeMans Corporation","DB-IP"
11439,"Caneris","ARIN"
11440,"Netsville","DB-IP"
11441,"Frederick Memorial Healthcare System","DB-IP"
11442,"NC State University","ARIN"
11444,"Neuteck","DB-IP"
11446,"Lakeland Community College","DB-IP"
11448,"RG FIBER","ARIN"
11449,"Interactive Brokers","DB-IP"
11452,"Mount Sinai School of Medicine","DB-IP"
11455,"US Technology Resources","DB-IP"
11456,"NuVox","PeeringDB"
11457,"Texlink Communications","PeeringDB"
11458,"Advanced Network Management","DB-IP"
11462,"ARAMARK","DB-IP"
11463,"Kindred Healthcare","DB-IP"
11465,"Kaweah Delta Health Care District","DB-IP"
11466,"Andrews Federal Credit Union","DB-IP"
11467,"Universal Network Technology","APNIC"
11468,"Internetworking Atlantic","PeeringDB"
11470,"Radiological Society of North America","DB-IP"
11471,"Eastland Internet","DB-IP"
11472,"Your Town Online","PeeringDB"
11473,"West Central Ohio Internet Link","DB-IP"
11475,"1Wire Communications","PeeringDB"
11476,"PRIME CARE TECHNOLOGIES","DB-IP"
11477,"GO Concepts","DB-IP"
11478,"Openface","PeeringDB"
11479,"Oracle Corporation","DB-IP"
11481,"University of Texas Rio Grande Valley","DB-IP"
11482,"Canisius College","ARIN"
11483,"Conviva","DB-IP"
11485,"American Institute of Physics","ARIN"
11486,"Verizon Business","DB-IP"
11487,"Grey Group","DB-IP"
11488,"BBN Technologies Corp","DB-IP"
11489,"Bell Canada","DB-IP"
11491,"Trivalent Group","ARIN"
11492,"CABLE ONE","PeeringDB"
11493,"Hillsborough County Sheriff's Office","DB-IP"
11494,"Kellogg Community College","DB-IP"
11495,"COMNEXIA Corporation","DB-IP"
11496,"JPMorgan Chase &","DB-IP"
11498,"D.I.B.I","DB-IP"
11499,"Woods Hole Oceanographic Institution","DB-IP"
11500,"Milwaukee School of Engineering","DB-IP"
11501,"Vista Radiology, P.C","DB-IP"
11506,"Oracle Corporation","DB-IP"
11507,"Medicine Hat College","DB-IP"
11508,"Constant","PeeringDB"
11509,"Tierzero","PeeringDB"
11511,"Crete Carrier Corporation","DB-IP"
11512,"Parsec Data Management","PeeringDB"
11514,"Transdatos","PeeringDB"
11516,"Eastern Suffolk BOCES","DB-IP"
11517,"Blue Cross & Blue Shield of Minnesota","DB-IP"
11519,"Banco Mercantil del Norte S.A., Institucion de Banca Multiple, Grupo Financiero Banorte","LACNIC"
11520,"Allstate Insurance Company","DB-IP"
11521,"ModusLink Corporation","DB-IP"
11522,"Greater Sudbury Telecommunications","PeeringDB"
11523,"H. Lee Moffitt Cancer Center & Research Institute","DB-IP"
11524,"segTEL","PeeringDB"
11525,"NineStar Connect","PeeringDB"
11528,"Photronics","PeeringDB"
11534,"The School District of Philadelphia","DB-IP"
11536,"Sunrise Communications","DB-IP"
11537,"UCAID","PeeringDB"
11539,"Open Text Corporation","DB-IP"
11540,"Research Triangle Institute","DB-IP"
11544,"Royal Bank of Canada","DB-IP"
11546,"University of Nebraska at Omaha","PeeringDB"
11548,"Heritage University","DB-IP"
11550,"Smithville Digital","PeeringDB"
11553,"Mannatech","DB-IP"
11554,"SOLIDNETWORK-AS","ARIN"
11556,"Cable & Wireless Panama","PeeringDB"
11558,"TUSCARORA INTERMEDIATE UNIT","DB-IP"
11559,"RSA Security","DB-IP"
11560,"Sandwich Isles Communications","DB-IP"
11562,"NETUNO","PeeringDB"
11563,"NetEnterprise","ARIN"
11565,"Inuvo","PeeringDB"
11568,"CGI","DB-IP"
11569,"MTN SA","AFRINIC"
11570,"Eastern New Mexico University","DB-IP"
11571,"LA NACION","DB-IP"
11572,"PhoenixNAP","DB-IP"
11575,"Jupiter Medical Center","DB-IP"
11577,"Vermont Department of Information and Innovation","DB-IP"
11579,"LANline Communications","DB-IP"
11580,"Island Networks","DB-IP"
11582,"Smart City Networks, L.P","DB-IP"
11584,"NYCHHC","PeeringDB"
11586,"Johnson Outdoors","DB-IP"
11589,"Stowe Communications","DB-IP"
11590,"Cumberland Technologies International","DB-IP"
11593,"Plains Equipment Group","DB-IP"
11594,"APUA","PeeringDB"
11595,"Netsonic","DB-IP"
11596,"Best Buy","DB-IP"
11597,"Mercury Broadband","DB-IP"
11598,"Cloudsmart","DB-IP"
11601,"Reseau Picanoc.net","DB-IP"
11602,"SDSMT","PeeringDB"
11603,"WATERMARK","PeeringDB"
11604,"Heller Information Services","DB-IP"
11605,"Fluidsoft","PeeringDB"
11606,"Alteva","PeeringDB"
11607,"Morrill Hall 208","ARIN"
11608,"Accretive Networks","PeeringDB"
11609,"ELAVON","DB-IP"
11611,"Arctic Fox Networks","PeeringDB"
11612,"Ready Telecom","DB-IP"
11617,"BT Latam Mexico, S.A. de C.V","LACNIC"
11618,"Ignition Bermuda","DB-IP"
11619,"ANDERSON TRUCKING SERVICE","DB-IP"
11620,"Succeed.Net","DB-IP"
11621,"Reyes Holdings, L.L.C","DB-IP"
11622,"InfoSpace","PeeringDB"
11623,"CT Communications Network","DB-IP"
11624,"Collins Communications","PeeringDB"
11626,"ConneXon Telecom","DB-IP"
11627,"Think On","DB-IP"
11628,"Ontario Institute for Cancer Research","DB-IP"
11632,"American Society of Plastic Surgeons","DB-IP"
11633,"4Life Research USA","DB-IP"
11635,"Envi Network","PeeringDB"
11637,"MetroDataPath","DB-IP"
11639,"ETC","DB-IP"
11643,"eBay","PeeringDB"
11644,"NIC.BR d.dns.br","PeeringDB"
11645,"Naspers","AFRINIC"
11646,"Kansas Independent Telecommunications","ARIN"
11647,"Sentex Communications","PeeringDB"
11649,"Gonzaga University","DB-IP"
11650,"Pioneer Long Distance","PeeringDB"
11651,"Centric Group","DB-IP"
11652,"Kaiser Aluminum Fabricated Products, L.L.C","PeeringDB"
11653,"Puerto Rico Webmasters","DB-IP"
11656,"Medical Mutual Services","DB-IP"
11657,"Legg Mason &","DB-IP"
11659,"University of Kansas Medical Center","DB-IP"
11660,"BANKGATE","RIPE"
11661,"SEMICUBIC","PeeringDB"
11662,"Diversified Media Group","DB-IP"
11663,"State of Utah","DB-IP"
11664,"CLARO ARGENTINA","PeeringDB"
11666,"Nexicom","PeeringDB"
11667,"Westel","DB-IP"
11668,"WEST COAST INTERNET INCORPORATED","DB-IP"
11670,"TorIX Route Servers","PeeringDB"
11672,"DFJBINC","PeeringDB"
11674,"Haas Group International","DB-IP"
11676,"Conduent Business Services","DB-IP"
11677,"Instituto Tecnológico y de Estudios Superiores de Monterrey","LACNIC"
11678,"U.S. Department of Energy","DB-IP"
11679,"Stihl","DB-IP"
11680,"HP","DB-IP"
11681,"INTEGRITY","ARIN"
11682,"InstaVPS","PeeringDB"
11685,"Huntington National Bank","PeeringDB"
11686,"Education Networks of America","PeeringDB"
11687,"City of Hope Medical Center","DB-IP"
11688,"Lightstream Communications","DB-IP"
11690,"Cognizant","DB-IP"
11691,"Evocative","PeeringDB"
11692,"Carewise Health","DB-IP"
11693,"WideOpenWest Finance","DB-IP"
11694,"Universidad Simon Bolivar","DB-IP"
11695,"TheStreet.Com","DB-IP"
11696,"Fusion Connect","PeeringDB"
11698,"WESTERN IOWA TELEPHONE ASSOCIATION (A COOPERATIVE)","DB-IP"
11699,"UniVoIP","PeeringDB"
11700,"500 Ouellette Avenue, Suite 700","ARIN"
11703,"MaRS Discovery District","DB-IP"
11706,"Terra Networks Brasil","PeeringDB"
11708,"KCFiber","PeeringDB"
11709,"VIRTUAL INTERACTIVE CENTER","DB-IP"
11710,"ABBA TECHNOLOGIES","DB-IP"
11711,"TULAROSA COMMUNICATIONS","PeeringDB"
11712,"AT&T Services","DB-IP"
11713,"Granite Block Global Data Center","DB-IP"
11714,"Network Nebraska","PeeringDB"
11716,"William O'Neil & Company","DB-IP"
11719,"Eaton Corporation","DB-IP"
11720,"Independent Bank Corporation","DB-IP"
11722,"Westelcom Networks","PeeringDB"
11724,"Comptroller of the Currency","DB-IP"
11726,"MetroFax","PeeringDB"
11727,"Bruce Telecom","PeeringDB"
11730,"Progressive Finance","DB-IP"
11731,"Weston Solutions","DB-IP"
11732,"INGRAM ENTERTAINMENT","DB-IP"
11733,"E. & J. Gallo Winery","DB-IP"
11734,"Connectria","DB-IP"
11736,"USD AutNum","ARIN"
11737,"Nu-Age Managed Services","DB-IP"
11738,"BLIP Networks","DB-IP"
11739,"Digital Forest","PeeringDB"
11740,"Progressive Casualty Insurance Companies","DB-IP"
11741,"BENTON REA POWERNET","DB-IP"
11742,"SpotXchange IAD","PeeringDB"
11743,"EBSCO Industries","DB-IP"
11744,"Investecbank","PeeringDB"
11745,"University System of New Hampshire","PeeringDB"
11746,"Waggener Edstrom","DB-IP"
11747,"MK Systems USA","DB-IP"
11749,"MPInet","DB-IP"
11750,"Interdotnet Argentina","DB-IP"
11751,"INSTITUTO CYBER DE ENSINO E PESQUISA","PeeringDB"
11752,"NIC.BR eventos","PeeringDB"
11753,"Netrepid","DB-IP"
11756,"Children's Hospital Los Angeles","DB-IP"
11757,"Whirlpool Corporation","DB-IP"
11758,"iRis Networks","PeeringDB"
11759,"The Canine Companies","DB-IP"
11760,"Connecticut Housing Finance Authority","DB-IP"
11763,"MitoTec","DB-IP"
11765,"Netsurion","DB-IP"
11766,"Meriplex Communications","PeeringDB"
11767,"QTS Miami","PeeringDB"
11768,"Vontobel Asset Management","DB-IP"
11770,"Net56","ARIN"
11773,"The University Of Texas M.D. Anderson Cancer Center","PeeringDB"
11776,"Atlantic Broadband Finance PA-VA","PeeringDB"
11777,"North Carolina Adminstrative Office of the Courts","DB-IP"
11781,"TradeGlobal","DB-IP"
11782,"Perfecto Mobile","DB-IP"
11783,"Brooklyn Law School","DB-IP"
11784,"AV8 Internet","DB-IP"
11785,"Element 8 Internet","DB-IP"
11787,"Supreme Court of Pennsylvania","DB-IP"
11789,"Surf Air Wireless","DB-IP"
11790,"Random House","DB-IP"
11791,"IdenTrust","DB-IP"
11793,"Aristocrat Technologies","DB-IP"
11795,"Sony Interactive Entertainment","ARIN"
11796,"WIN Technology","PeeringDB"
11798,"Ace Data Centers","PeeringDB"
11799,"Clarksys","PeeringDB"
11802,"Centro de Informatica e Automacao do Estado de SC","DB-IP"
11804,"All Mobile Video","DB-IP"
11805,"Ennwise","PeeringDB"
11806,"Leepfrog Technologies","DB-IP"
11807,"Divertissements GameLoft","DB-IP"
11808,"University of Idaho","DB-IP"
11809,"Embry-Riddle University","DB-IP"
11810,"AWeber Systems","DB-IP"
11811,"Oppenheimer &","DB-IP"
11813,"Natixis North America","DB-IP"
11814,"Distributel Communications","PeeringDB"
11815,"Cooperativa Telefónica de Villa Gobernador Gálvez","PeeringDB"
11816,"SetarNet","PeeringDB"
11817,"Stafford Associates Computer Specialists","DB-IP"
11819,"Smith & Associates","DB-IP"
11820,"Wikimedia Foundation","ARIN"
11821,"SmartBurst","DB-IP"
11822,"Arizona Federal Credit Union","DB-IP"
11823,"Lord, Abbett &","DB-IP"
11826,"Regional Information Sharing Systems (RISS), Office of Information Technology (","DB-IP"
11827,"Washington State University","PeeringDB"
11829,"Cadence Design Systems","DB-IP"
11830,"ICE (Costa Rica)","PeeringDB"
11831,"eSecureData","DB-IP"
11833,"LEAP Agency","DB-IP"
11834,"Drexel University","DB-IP"
11835,"NOVA FIBRA TELECOM","PeeringDB"
11837,"Sawtooth Technologies","PeeringDB"
11839,"OmahaIX Route Servers","PeeringDB"
11840,"VeriSign","ARIN"
11841,"LINKLINE Communications","PeeringDB"
11842,"Regal Entertainment Group","DB-IP"
11844,"EMPRESA CATARINENSE DE TECNOLOGIA EM TEL","PeeringDB"
11845,"Vox Telecom","PeeringDB"
11847,"Mid-Maine Communications","DB-IP"
11850,"MagsNet","DB-IP"
11851,"The Michener Institute for Applied Health Sciences","DB-IP"
11852,"WHCC","PeeringDB"
11854,"Internap Holding","DB-IP"
11855,"Internap Holding","DB-IP"
11856,"XC Technology Holdings","DB-IP"
11857,"Aegon USA","DB-IP"
11858,"Cm2.com","DB-IP"
11860,"AEGIS Insurance Services","DB-IP"
11862,"Radial","DB-IP"
11863,"Pacific Lutheran University","DB-IP"
11865,"El Paso Electric","DB-IP"
11866,"Ellucian Company LP","DB-IP"
11868,"SITA","DB-IP"
11870,"ALTICOR","PeeringDB"
11871,"Duke Energy Corporation","DB-IP"
11872,"Syracuse University","DB-IP"
11874,"Columbus Regional Hospital","DB-IP"
11875,"William Herrin","DB-IP"
11878,"TZULO","PeeringDB"
11880,"Tickets.com","DB-IP"
11881,"CNA National Warranty Corporation","DB-IP"
11883,"TEGNA","DB-IP"
11888,"izzi telecom","PeeringDB"
11889,"iBasis","DB-IP"
11892,"NCS Pearson","DB-IP"
11893,"Loligo Cache Systems","PeeringDB"
11894,"Service Credit Union","PeeringDB"
11895,"Kofax","DB-IP"
11897,"Tulsa Community College","DB-IP"
11898,"TRUNO Retail Technology Solutions","DB-IP"
11899,"Measurement Incorporated","DB-IP"
11900,"Datacruz","DB-IP"
11901,"County of Sacramento","ARIN"
11902,"World-Link Communications","DB-IP"
11903,"Lincolnshire Management","DB-IP"
11904,"AcenTek-MI","PeeringDB"
11905,"DOWELL COMPUTING","DB-IP"
11910,"LakeNet","PeeringDB"
11911,"The Bank of New York Mellon Corporation","DB-IP"
11915,"TelePacific Communications","PeeringDB"
11916,"UNDP","DB-IP"
11917,"WhatsApp","DB-IP"
11918,"Diallog Telecommunications","DB-IP"
11919,"Telesat Network Services","DB-IP"
11921,"SECRELNET INFORMATICA","PeeringDB"
11922,"Real Networks","PeeringDB"
11924,"Montana Opticom","PeeringDB"
11926,"Hart Software","DB-IP"
11928,"Hachette Book Group","DB-IP"
11929,"MFA Oil Company","DB-IP"
11930,"Cat Networks","DB-IP"
11931,"NYCEDC","DB-IP"
11933,"Supply Technologies","DB-IP"
11934,"Enom Solutions","DB-IP"
11935,"TalkPoint Communications","DB-IP"
11936,"Marathon Cheese Corporation","DB-IP"
11937,"TRX","DB-IP"
11938,"NCRYPTD !","PeeringDB"
11939,"The MathWorks","DB-IP"
11940,"Direct Supply","DB-IP"
11941,"Pillsbury Madison & Sutro","DB-IP"
11942,"3960 Braxton Dr","ARIN"
11943,"NTS Laredo","PeeringDB"
11946,"EchoWireless-Midwest","PeeringDB"
11947,"Cablenett","PeeringDB"
11948,"Development Group","PeeringDB"
11949,"COZAD TELEPHONE COMPANY","DB-IP"
11951,"Medical Computer Systems","DB-IP"
11954,"Bayview Financial, LP","DB-IP"
11955,"Charter Communications","DB-IP"
11958,"USAble Life","DB-IP"
11959,"AEG","DB-IP"
11960,"EMPRESA DE TELECOMUNICACIONES DE CUBA S.A. (IXP CUBA)","LACNIC"
11961,"Mid-Rivers Telephone Cooperative","PeeringDB"
11962,"Empire Today","DB-IP"
11964,"Air Wisconsin Airlines Corporation","DB-IP"
11966,"GLOBAL DATA SYSTEMS","DB-IP"
11967,"W&T Offshore","DB-IP"
11970,"e-Tel","PeeringDB"
11971,"Pfizer","DB-IP"
11973,"Secure Independence","DB-IP"
11974,"US Department of State","DB-IP"
11975,"The College of William and Mary","DB-IP"
11976,"Fidelity Communications","PeeringDB"
11978,"Vegas.com","DB-IP"
11979,"Bluegrass Network","PeeringDB"
11980,"BDO USA, LLP","DB-IP"
11982,"105 W 2nd St","ARIN"
11985,"Social Security Administration","DB-IP"
11986,"Origin Networks","PeeringDB"
11988,"CEVA","DB-IP"
11989,"Jumpline","DB-IP"
11990,"Unlimited Net","PeeringDB"
11992,"AT&T Mobility Puerto Rico","DB-IP"
11993,"BANCO DO BRASIL","DB-IP"
11994,"Gatespeed Broadband","PeeringDB"
11995,"Oregon Health and Sciences University","PeeringDB"
11996,"Lobo Internet Services","PeeringDB"
11998,"Province of New Brunswick GNB","PeeringDB"
11999,"REJIS Commission","DB-IP"
12000,"Fidelity Investments","PeeringDB"
12001,"Point North Networks","DB-IP"
12005,"University of South Carolina","DB-IP"
12007,"Raytheon Company","DB-IP"
12008,"UltraDNS","PeeringDB"
12009,"Eastern Oregon Net","PeeringDB"
12010,"International Financial Data Services (Canada)","DB-IP"
12011,"Thompson School District","DB-IP"
12012,"Novani","DB-IP"
12013,"Florida Atlantic University","DB-IP"
12016,"Retirement Housing Foundation","DB-IP"
12018,"OOCL (USA)","DB-IP"
12020,"Methodist Hospital of Southern California","DB-IP"
12021,"Rogers Communications Canada","DB-IP"
12022,"Springleaf Finance","DB-IP"
12024,"Advanced Corporate Network","DB-IP"
12025,"Iron Mountain Data Centers (fka IO Data Centers)","PeeringDB"
12028,"MM Internet","DB-IP"
12031,"Lord Corporation","DB-IP"
12033,"Adams TelSystems","PeeringDB"
12035,"Atlantic Broadband Finance Miami","PeeringDB"
12037,"Federal Deposit Insurance Corporation","DB-IP"
12041,"Afilias","PeeringDB"
12042,"Consolidated Communications - North","PeeringDB"
12043,"Boston Partners Global Investors","DB-IP"
12044,"Willamette Valley Internet, L.L.C","DB-IP"
12046,"Malta Internet Foundation","RIPE"
12047,"Gundersen Lutheran Medical Center","DB-IP"
12048,"Hallcon Corporation","DB-IP"
12049,"HNIX","PeeringDB"
12050,"DIRECTV","DB-IP"
12051,"City of Escondido","DB-IP"
12052,"VF Services, Inc. Information Technology Services","DB-IP"
12053,"TruMark Financial Credit Union","DB-IP"
12054,"Alameda County","DB-IP"
12055,"CLEARBEARING","PeeringDB"
12056,"Yucca Telecom","DB-IP"
12057,"LiveVox","ARIN"
12058,"EXPEDIA","DB-IP"
12059,"ILAP - Internet Light and Power","PeeringDB"
12060,"NAP OF CENTRAL FLORIDA","DB-IP"
12061,"24 Hour Fitness USA","DB-IP"
12062,"Decision One","DB-IP"
12065,"Revo Communications","DB-IP"
12066,"Altice Dominicana2","PeeringDB"
12067,"ShawneeLink","PeeringDB"
12069,"Rev.Net Technologies","DB-IP"
12072,"Aquiline Holdings","DB-IP"
12073,"Contemporary Computer Services","DB-IP"
12074,"County of Saginaw","DB-IP"
12075,"Jacobs Engineering Group","DB-IP"
12076,"Microsoft Corporation","DB-IP"
12079,"Verizon Business","DB-IP"
12081,"Greenheck Fan","DB-IP"
12082,"NWN Corporation","DB-IP"
12083,"WOW!","PeeringDB"
12085,"Equinix Connect - DC, Ashburn","PeeringDB"
12086,"DT Micro","DB-IP"
12087,"Salsgiver","PeeringDB"
12088,"North American Bancard","DB-IP"
12089,"Conterra Networks","ARIN"
12090,"AAA National","DB-IP"
12091,"MTN SA","AFRINIC"
12092,"Sonifi Solutions","DB-IP"
12093,"University of Waterloo","DB-IP"
12094,"Sister Lakes Cable","DB-IP"
12096,"AMP Telephones","DB-IP"
12097,"Massillon Cable Communications","PeeringDB"
12098,"Union Bank of California","DB-IP"
12099,"OAKWOOD HEALTHCARE","DB-IP"
12100,"Lexicon International","DB-IP"
12101,"PROGRESS RAIL SERVICES Corporation","DB-IP"
12102,"City of Portland","PeeringDB"
12104,"State Farm Mutual  Automobile Insurance Company","DB-IP"
12105,"DRS Technical Services","DB-IP"
12107,"Dealer Dot Com","DB-IP"
12109,"Technology Investors","DB-IP"
12110,"Stability Hosting","PeeringDB"
12111,"OneEighty Networks","PeeringDB"
12112,"Consolidated Communications - MN (Hickorytech)","PeeringDB"
12113,"Dawn Food Products","DB-IP"
12116,"Federal Home Loan Bank of Dallas","DB-IP"
12118,"WVU","PeeringDB"
12119,"ITV-3","PeeringDB"
12120,"Amphenol Corp","DB-IP"
12121,"Internet Access Service","DB-IP"
12122,"St. Joseph Health System","DB-IP"
12124,"Thorn Communications","PeeringDB"
12125,"imgix","PeeringDB"
12127,"Telefonica Moviles El Salvador S.A. de C.V","DB-IP"
12128,"Refinitiv US","DB-IP"
12129,"123NET","PeeringDB"
12130,"Bandwidth","PeeringDB"
12131,"Vertical Computers","PeeringDB"
12132,"Quebec Internet","ARIN"
12133,"Local Internet Service Company","DB-IP"
12134,"Manufacturers and Traders Trust Company","DB-IP"
12136,"NIC.BR e.dns.br","PeeringDB"
12137,"LightHouse Business Information Solutions","DB-IP"
12140,"Horizons Telecomunicações e Tecnologia","DB-IP"
12142,"SULLCROM","DB-IP"
12143,"RAHA","PeeringDB"
12144,"Cloud Grid Computing","DB-IP"
12145,"Colorado State University","DB-IP"
12146,"MVS Net, S.A. de C.V","LACNIC"
12147,"Discover Financial Services","DB-IP"
12148,"Clemson University","PeeringDB"
12150,"COTELCAM","PeeringDB"
12151,"Learning Tree International","DB-IP"
12152,"Ascensus","DB-IP"
12153,"HBI Branded Apparel Enterprises","DB-IP"
12154,"DATA AXLE","DB-IP"
12155,"Henderson Municipal Power & Light","DB-IP"
12156,"City of Aurora Colorado","DB-IP"
12157,"Element Capital Management","DB-IP"
12158,"ILLUMINA","DB-IP"
12159,"Securities America","DB-IP"
12161,"DAO","PeeringDB"
12162,"DATA DISTRIBUTORS","DB-IP"
12163,"Amherst Holdings","PeeringDB"
12165,"Xactware Information Services","DB-IP"
12166,"Other World Computing - OWC","DB-IP"
12167,"14241 Dallas Parkway","ARIN"
12168,"The Dana On Mission Bay","DB-IP"
12169,"IBM Business Recovery Service","DB-IP"
12171,"Fast Enterprises","DB-IP"
12173,"The University of Alabama","DB-IP"
12175,"Consolidated Communications - Northwest (TGWA)","PeeringDB"
12177,"ETS TELEPHONE COMPANY","PeeringDB"
12178,"Internap Holding","DB-IP"
12179,"Internap Holding","DB-IP"
12180,"Internap Holding","DB-IP"
12182,"Internap Holding","DB-IP"
12183,"99 Talbot Blvd","ARIN"
12184,"Forrester Research","DB-IP"
12185,"Thompson, Siegel & Walmsley","DB-IP"
12186,"GVVME","PeeringDB"
12187,"Metropolitan Transportation Authority - New York City Transit","PeeringDB"
12188,"Equinix Connect - TR, Toronto (formerly Q9)","PeeringDB"
12189,"PhoenixNAP","PeeringDB"
